timestamp	years	player	emotion	social	friends	irl	gained
2019/06/20 2:42:04 AM GMT+2	30	3	2	3	3	2	Fun memories
	fun
2019/06/20 2:43:52 AM GMT+2	3	1	2	4	2	4	
	
2019/06/20 2:44:48 AM GMT+2	3	3	3	2	4	2	
	
2019/06/20 2:45:54 AM GMT+2	1	1	3	3	3	4	
	
2019/06/20 2:45:59 AM GMT+2	15	4	1	3	4	4	It’s been a good social activity to make friends and get to know people such as coworkers
	social
2019/06/20 2:46:10 AM GMT+2	10	4	2	4	4	4	Improv and team building skills
	improvisation
2019/06/20 2:48:26 AM GMT+2	2	2	4	4	4	5	
	
2019/06/20 2:48:54 AM GMT+2	1	3	3	5	5	5	
	
2019/06/20 2:50:05 AM GMT+2	29	2	4	4	3	5	Faster math skills
	marth
2019/06/20 2:51:56 AM GMT+2	6	2	2	4	3	3	
	
2019/06/20 2:52:41 AM GMT+2	1	1	4	5	5	5	To be flexible and know that not everything in life goes the way you expect it to be
	improvisation
2019/06/20 2:54:15 AM GMT+2	2	3	4	4	4	4	Another creative outlet
	creativity
2019/06/20 2:54:25 AM GMT+2	20	4	4	3	3	4	
	
2019/06/20 2:55:55 AM GMT+2	5	4	2	4	2	4	How to manage player expectations
	management
2019/06/20 2:57:31 AM GMT+2	1	4	3	5	5	4	I’ve learned some solid organizational skills, such as excel usage and the ability to get a group of people together on different schedules. 
	management
2019/06/20 3:00:39 AM GMT+2	5	3	5	5	5	5	How to organize groups of people around a busy schedule. Meeting strangers, befriending them and encouraging them to roleplay.
	management|social
2019/06/20 3:00:58 AM GMT+2	7	4	4	2	2	4	
	
2019/06/20 3:03:07 AM GMT+2	20	3	4	4	4	5	Good learning tool for how gray life's choices can be.
	practice irl
2019/06/20 3:05:22 AM GMT+2	5	4	2	5	5	5	
	
2019/06/20 3:05:45 AM GMT+2	3	3	4	5	4	4	Analytical skills, teamwork, and compromise. I’ve also improved my writing skills and creative thinking. 
	collaboration|writing|creativity
2019/06/20 3:10:09 AM GMT+2	1	3	4	3	4	4	
	
2019/06/20 3:12:32 AM GMT+2	2	1	3	4	4	4	Found a creative outlet, I thought I couldn’t be creative but the love I have for my characters makes me more confident in myself
	creativity|expression
2019/06/20 3:13:41 AM GMT+2	34	4	4	5	4	4	How to give voice to the various aspects of my personality, both in-game and in real life.
	expression|practice irl
2019/06/20 3:14:13 AM GMT+2	4	2	3	4	4	4	
	
2019/06/20 3:15:39 AM GMT+2	2	4	2	4	3	4	Improvisation, mostly. How to think on my feet better.
	improvisation
2019/06/20 3:17:38 AM GMT+2	1	5	4	3	3	4	Learned alternative ways of writing and world building
	creativity
2019/06/20 3:18:10 AM GMT+2	1.5	3	3	4	3	4	Organization, confidence
	confidence|management
2019/06/20 3:18:58 AM GMT+2	1	2	2	3	4	2	Strategising, planning your course of actions, creative thinking and problem solving.
	creativity|problem solving
2019/06/20 3:21:12 AM GMT+2	4	5	4	5	2	4	Keep it simple stupid 
	management
2019/06/20 3:24:42 AM GMT+2	2	3	3	4	5	4	More confidence in public speaking 
	confidence|social
2019/06/20 3:28:55 AM GMT+2	3	3	3	4	4	4	Theater of the Mind
	creativity
2019/06/20 3:33:37 AM GMT+2	6	3	4	4	2	4	
	
2019/06/20 3:38:19 AM GMT+2	4	1	5	5	5	5	I've been able to channel the more assertive and charismatic characters to adopt those traits IRL 
	emotion|expression
2019/06/20 3:39:16 AM GMT+2	16	3	4	4	4	4	How to set up realistic expectations and how to deal with toxic people
	social
2019/06/20 3:40:18 AM GMT+2	1	1	4	5	4	4	Sometimes it's okay to sit down and be someone else, but all in all, you need to be true to you.
	expression|confidence
2019/06/20 3:42:24 AM GMT+2	24	4	5	5	5	5	How to remember and analyze rule sets. 
	memory
2019/06/20 3:43:12 AM GMT+2	5	4	5	5	5	5	Confidence in my decisions and not needing to be perfect. 
	confidence
2019/06/20 3:44:07 AM GMT+2	5	3	4	4	4	3	
	
2019/06/20 3:45:23 AM GMT+2	9	4	5	3	3	4	A bookshelf and a firm grasp of probability math.
	math
2019/06/20 3:45:48 AM GMT+2	1	3	2	4	2	2	How to play DND, a new Hobbie, a greater appreciation for the arts.
	fun|creativity
2019/06/20 3:45:50 AM GMT+2	6	3	4	5	5	5	
	
2019/06/20 3:46:36 AM GMT+2	2	2	1	4	4	3	
	
2019/06/20 3:47:05 AM GMT+2	1	5	3	3	3	3	I've answered neutral to all of these questions because I'd say I've already been doing well in those regards, e.g social skills, emotional skills, etc. I know that probably won't help much with your data gathering, and I'm sorry. Hopefully this bit of a write in will make up for it: I've engrossed myself in the community of DnD, and I've seen and heard so many stories of DnD doing exactly this for other people, and have gotten feedback and seen first hand players coming out of their shells and becoming more talkative and excited and social. Dungeons and Dragons is a very powerful tool, and one I'm glad I get to share with other people. 
	social|expression
2019/06/20 3:47:16 AM GMT+2	2	4	4	5	4	4	I learned how to tell stories more engagingly, learned how to be more comedic and well versed, and mostly how to bring out the best in others.
	storytelling|
2019/06/20 3:49:20 AM GMT+2	6	2	3	4	5	3	How to let go and stop worrying out how other people perceive me. 
	social
2019/06/20 3:49:55 AM GMT+2	23	4	3	4	3	4	Creativity, writing skills, math (specifically probability), and presentation skills.
	creativity|math|writing skills
2019/06/20 3:52:23 AM GMT+2	14	3	3	5	4	4	Public speaking, storytelling, on the fly creativity
	public speaking|storytelling|creativity
2019/06/20 3:54:30 AM GMT+2	5	4	4	4	3	4	
	
2019/06/20 3:55:39 AM GMT+2	4	3	4	4	3	5	how to improv, and how to roll with the punches life(or the DM) throws at you
	improvisation
2019/06/20 3:57:26 AM GMT+2	1	1	3	4	3	3	Willingness to express different parts of myself. Being able to try different personality traits. Collaboration and making sacrifices.
	collaboration|expression|emotion
2019/06/20 3:59:35 AM GMT+2	18	3	3	5	5	5	
	
2019/06/20 4:01:27 AM GMT+2	3	2	4	2	2	4	How to deal with failure
	emotion
2019/06/20 4:03:42 AM GMT+2	3	3	4	5	5	5	i learned how to push peoples buttons safely, i have also learned that people love secrets to a DETRIMENTAL DEGREE
	social
2019/06/20 4:04:58 AM GMT+2	35	4	4	5	5	5	Role playing have have taught me there is a way to communicate with everyone. They also show that you can play make believe and still be a mature adult. 
	social
2019/06/20 4:06:54 AM GMT+2	7	2	4	4	5	5	Friends
	friendship
2019/06/20 4:08:29 AM GMT+2	2	4	4	4	4	4	Self control
	emotion
2019/06/20 4:11:08 AM GMT+2	1	5	5	5	5	4	Socializing and being comfortable with other people. Stretching my imagination, and creative thinking. Improv skills, as well as the power of preparation in how well improv can be executed.
	friendship|creativity|improvisation
2019/06/20 4:11:29 AM GMT+2	1	2	3	4	4	3	
	
2019/06/20 4:13:52 AM GMT+2	3	3	2	3	3	4	
	
2019/06/20 4:14:14 AM GMT+2	2	1	3	4	4	4	The benefits of social interaction to mental health 
	social
2019/06/20 4:14:26 AM GMT+2	20	4	2	3	2	3	It's a great outlet for creativity. Feels much better than video games. 
	creativity
2019/06/20 4:15:04 AM GMT+2	1	5	4	4	3	5	How to be creative and confident in improv
	creative|confident|improvisation
2019/06/20 4:16:12 AM GMT+2	20	4	4	4	4	4	My capacity for empathy has greatly increased, by playing multiple characters with varied life experiences.
	empathy
2019/06/20 4:17:36 AM GMT+2	12	3	3	2	2	4	Entertainment.    It's a game my dudes,  not a therapist. 
	fun
2019/06/20 4:20:43 AM GMT+2	7	5	4	5	4	4	
	
2019/06/20 4:22:16 AM GMT+2	2	4	5	5	4	5	I’ve learned that writing isn’t all that hard, and that changed my career path drastically
	writing
2019/06/20 4:22:50 AM GMT+2	28	4	1	3	2	4	
	
2019/06/20 4:24:50 AM GMT+2	4	3	4	4	3	5	
	
2019/06/20 4:30:08 AM GMT+2	1	3	4	4	4	4	Critical Thinking, Team Building, Art
	social|creativity
2019/06/20 4:30:41 AM GMT+2	3	5	4	4	4	5	
	
2019/06/20 4:31:26 AM GMT+2	1	1	3	3	3	4	
	
2019/06/20 4:31:36 AM GMT+2	5	3	3	4	4	3	
	
2019/06/20 4:40:07 AM GMT+2	5	3	4	5	3	4	more confidence in who I am and what I am able to do
	confidence|expression
2019/06/20 4:42:30 AM GMT+2	35	4	5	5	5	5	
	
2019/06/20 4:45:07 AM GMT+2	4	3	3	4	2	3	
	
2019/06/20 4:46:22 AM GMT+2	2	1	4	5	5	5	I learned to come out of my shell. I'll elaborate.  That mask people wear around others is eased off slowly as you open up and feel free to express yourself through your creation (character). I've learned a lot about myself and my friend through being someone other than myself.
	expression
2019/06/20 4:46:24 AM GMT+2	5 	4	4	2	4	2	Mostly conflict resolution 
	management
2019/06/20 4:46:27 AM GMT+2	9	3	3	4	3	3	
	
2019/06/20 4:48:44 AM GMT+2	2	2	4	4	4	5	Regularity with a social group
	social
2019/06/20 4:49:44 AM GMT+2	7	4	4	5	5	5	
	
2019/06/20 4:52:14 AM GMT+2	3	1	2	4	2	4	Being creative
	creativity
2019/06/20 4:52:32 AM GMT+2	1	3	3	3	3	3	The rules of the game and it's lore :/
	fun
2019/06/20 4:54:10 AM GMT+2	1 	2	3	4	4	4	
	
2019/06/20 4:55:41 AM GMT+2	1	4	2	5	5	4	
	
2019/06/20 4:58:40 AM GMT+2	4	4	4	4	3	4	Leadership, Sociability, Conflict Resolution
	management|social
2019/06/20 5:00:14 AM GMT+2	1	3	4	4	3	5	
	
2019/06/20 5:01:31 AM GMT+2	8	4	1	3	3	2	
	
2019/06/20 5:04:38 AM GMT+2	20	2	3	4	4	4	I've learned to be more quick wired. And how to better explain myself.
	social|expression
2019/06/20 5:04:49 AM GMT+2	1	3	3	4	4	4	Understanding on how to have fun doing anything
	fun
2019/06/20 5:04:55 AM GMT+2	2	1	2	2	2	3	
	
2019/06/20 5:05:17 AM GMT+2	2	3	4	4	3	4	How to be more outgoing, realizing that not everything is in my control, and communication skills.
	expression|social
2019/06/20 5:05:42 AM GMT+2	16	4	3	4	3	5	Confidence.
	confidence
2019/06/20 5:07:07 AM GMT+2	40	3	4	4	3	4	Expanded my vocabulary and math skills when I was a pre-teen and teenager. 
	english|math
2019/06/20 5:09:14 AM GMT+2	5	1	4	4	5	5	There are kindred spirits out there, and we have a ton of fun. Helps combat my depression.
	fun|emotion
2019/06/20 5:10:33 AM GMT+2	1	5	4	5	3	4	A chance to connect with friends more often and improved public speaking confidence
	friendship|confidence
2019/06/20 5:15:18 AM GMT+2	5	2	5	5	5	5	That imagination isn't necessarily bounded by computer programs or limited AI
	creativity
2019/06/20 5:17:08 AM GMT+2	3	4	4	5	3	4	Creativity boost and social skills
	creativity|social
2019/06/20 5:18:04 AM GMT+2	6	4	3	4	2	4	
	
2019/06/20 5:18:04 AM GMT+2	10	2	4	5	5	4	How to work better on a team in group projects. I used to be a lone wolf but now I can accept help from my peers.
	social
2019/06/20 5:18:52 AM GMT+2	3	2	3	3	3	3	Statistics skills
	math
2019/06/20 5:19:38 AM GMT+2	1	1	2	3	3	3	
	
2019/06/20 5:20:57 AM GMT+2	4	3	2	2	2	4	
	
2019/06/20 5:22:19 AM GMT+2	7	3	3	4	4	3	
	
2019/06/20 5:24:01 AM GMT+2	5	4	2	4	4	3	Ability to think on my feet with regards to storytelling, and has vastly improved my ability to improvise character and plot.
	storytelling|improvisation
2019/06/20 5:24:01 AM GMT+2	7	2	3	2	3	4	
	
2019/06/20 5:24:34 AM GMT+2	2	2	4	5	4	5	
	
2019/06/20 5:24:45 AM GMT+2	5	3	2	5	4	4	Thinking on my feet and resource management
	improvisation
2019/06/20 5:24:57 AM GMT+2	10	4	3	4	3	4	
	
2019/06/20 5:25:06 AM GMT+2	27	2	3	3	3	5	A way to deal with real life issues by using a fantasy world to cope with...life.
	practice irl
2019/06/20 5:26:19 AM GMT+2	1	1	3	4	5	5	I've had a resurgence in creativity and found a place of acceptance
	creativity|social
2019/06/20 5:26:41 AM GMT+2	1	3	2	4	2	3	
	
2019/06/20 5:27:20 AM GMT+2	7	1	3	4	4	4	I'm much more creative, and willing to share my creative endeavors. I draw and write more after retreating from those hobbies. 
	creativity|writing
2019/06/20 5:27:54 AM GMT+2	2.5	1	3	3	3	3	It's hard to say how much D&D has improved myself as a person.  I'm a very quiet person when I'm around people I don't know,  so it's hard to say if D&D has helped my social skills at all.  Overall, for me D&D is just a way for me and some of my buddies to hang out and play an RPG together.
	social|fun|friendship
2019/06/20 5:30:01 AM GMT+2	5	2	1	3	4	3	
	
2019/06/20 5:37:59 AM GMT+2	1	3	3	4	4	5	More self-estime
	confidence
2019/06/20 5:41:17 AM GMT+2	2	1	3	4	4	4	
	
2019/06/20 5:41:36 AM GMT+2	15	1	3	4	4	5	Some small measure of confidence and ability to improvise, especially in conversation and problem solving.
	confidence|improvisation|problem solving
2019/06/20 5:42:24 AM GMT+2	3	3	2	4	3	2	Fun
	fun
2019/06/20 5:42:27 AM GMT+2	15	3	4	4	4	3	Creativity and attention to detail 
	creativity
2019/06/20 5:47:35 AM GMT+2	4	4	4	4	5	4	How to organize myself and think on the spot.
	management|improvisation
2019/06/20 5:47:39 AM GMT+2	10	3	4	5	5	5	Apart from the aforementioned social skills, I have learned to express myself creatively through writing and storytelling.  Playing DnD has greatly increased my self-confidence.
	social|creativity|writing|storytelling|confidence
2019/06/20 5:49:58 AM GMT+2	20	2	2	2	2	2	I have learned about conflict resolution
	management
2019/06/20 5:51:13 AM GMT+2	28	2	2	4	3	2	How to be more patient with others, and how to more concise in my choices. 
	social
2019/06/20 5:53:17 AM GMT+2	22	4	2	4	4	4	Problem solving and personal recreation time is important
	problem solving
2019/06/20 5:54:13 AM GMT+2	40 	3	3	4	4	4	
	
2019/06/20 5:55:03 AM GMT+2	5	3	4	5	4	5	Being able to think on my feet and speak in a fluid, compelling manner.
	improvisation|public speaking
2019/06/20 5:55:04 AM GMT+2	3	2	3	4	3	5	
	
2019/06/20 5:55:15 AM GMT+2	11	3	4	4	3	4	Getting to know my friends better, problem solving skills, decision making, improvisation
	friendship|problem solving|improvisation
2019/06/20 5:56:33 AM GMT+2	31	2	2	2	2	4	Vocabulary
	english
2019/06/20 5:56:57 AM GMT+2	1	1	2	4	3	3	
	
2019/06/20 5:57:47 AM GMT+2	1	5	3	4	2	5	Voice acting
	
2019/06/20 6:12:18 AM GMT+2	2	3	3	2	3	3	
	
2019/06/20 6:14:10 AM GMT+2	5	3	4	5	5	1	With autism, it helps me at reading other people's emotions and playing/responding to then accordingly.
	empathy
2019/06/20 6:14:28 AM GMT+2	1	1	1	4	3	4	Decision making skills
	strategy
2019/06/20 6:19:34 AM GMT+2	15	2	2	2	4	4	Impulse control
	
2019/06/20 6:22:38 AM GMT+2	3	1	3	4	4	4	
	
2019/06/20 6:23:52 AM GMT+2	2	3	1	3	2	4	
	
2019/06/20 6:24:02 AM GMT+2	2	3	3	4	3	4	Improvisational skills
	improvisation
2019/06/20 6:24:43 AM GMT+2	4	3	5	5	4	5	
	
2019/06/20 6:24:46 AM GMT+2	20	4	2	2	2	4	I got better at storytelling, creative writing and moderating groups of people
	storytelling|creativity|managment
2019/06/20 6:26:54 AM GMT+2	3	2	5	5	4	4	
	
2019/06/20 6:28:10 AM GMT+2	10	1	3	4	3	4	
	
2019/06/20 6:28:14 AM GMT+2	11	4	3	4	4	4	Confidence.
	confidence
2019/06/20 6:28:20 AM GMT+2	1	2	3	4	4	3	My speech has gotten a lot better after I started to DM
	public speaking
2019/06/20 6:29:40 AM GMT+2	6	2	3	5	3	4	Narrative crafting
	storytelling
2019/06/20 6:34:24 AM GMT+2	1	1	2	2	2	2	Just having a lot of fun!
	fun
2019/06/20 6:35:43 AM GMT+2	2	2	3	4	3	4	An outlet for my creativity that comes easier to me than drawing or other art forms ever did. 
	creativity
The feeling of being able to make something original by myself.
	
2019/06/20 6:40:33 AM GMT+2	2	5	4	5	4	4	As a DM, I feel like my social skills and leadership skills have developed greatly, as I am the one who keeps the show going in a way. My creative skills are also better than before I started playing as I have written a homebrew world and lore for my campaigns.
	social|management|creativity|writing
2019/06/20 6:44:45 AM GMT+2	8	4	2	4	2	5	Leadership and charisma
	social
2019/06/20 6:47:41 AM GMT+2	2	2	4	4	3	4	
	
2019/06/20 6:49:08 AM GMT+2	7	3	2	4	4	3	
	
2019/06/20 6:49:12 AM GMT+2	0	5	3	5	4	4	I can pick up something new and complicated and teach it to others. It has given me some confidence in my abilities.
	confidence
2019/06/20 6:50:28 AM GMT+2	30	4	4	4	4	5	Confidence, patience, and empathy 
	confidence|empathy|social
2019/06/20 6:52:58 AM GMT+2	2	4	4	4	4	3	Critical thinking and working as a team also as a DM myself I've learned a lot about storytelling, world building and how to help develop people. (Or in this case develop their characters as to help the player grow with this experience they maybe wouldn't have the chance to experience in their immediate lives)
	storytelling
2019/06/20 6:53:04 AM GMT+2	1	3	4	5	3	4	Improvement in cooperative social venture and improved communication in situations requiring coordinated problem solving 
	management|social
2019/06/20 6:54:23 AM GMT+2	2	1	2	2	2	2	I've learned more about my friends and how they typically interact when in character.
	friendship
2019/06/20 6:55:33 AM GMT+2	26	4	4	2	3	3	better math skills, that I dislike a lot of other gamers
	math
2019/06/20 6:55:41 AM GMT+2	1	3	1	1	4	4	I think I’ve learned to go with the flow and ignore the rules when necessary. Knowing which rules to break, and  when to break them, is a very important skill in my opinion.
	improvisation
2019/06/20 6:56:56 AM GMT+2	21	3	4	4	3	5	Playing role playing games has instilled a desire in me to learn about why things are the way that they are. As a DM, creating a believable world and retaining the verisimilitude of things can seem an impossible feat or even terrifying, at first. A land full of monsters and magic couldn't possibly be real, let alone the possibility to maintain that illusion of realness for the other people that you're playing with. Yet, even in our own world, as blasé as it might appear, there are things that many people willingly accept as reality without necessarily knowing why they are the way that they are. The anatomy of plants and their evolutionary paths and why certain plants grow the way that they do or look the way that they do is a perfect example of that. There are botanist out there in the world, but most day to day people don't find a strong inkling to go leisurely study a topic like that, a topic mind you that I never would have broached if not for a desire brought on by my inclusion of some cool fungus monsters in a D&D game. Role playing games, to me, are a window to a fantastical world, but sometimes they behave like a mirror and reflect back some truth of the fantastical nature of our own world and our own collective history back to the players. That's a very long winded way, I guess, of me saying that discovering cool stuff in D&D or other role playing games and that feeling that you get when you make a discovery or are around when someone else you know makes a cool discovery fostered in me a desire to go learn about other cool stuff outside of role playing games, because sometimes its even more fantastical than fantasy-land is.
	empathy
2019/06/20 6:57:20 AM GMT+2	15	3	3	4	3	4	Rangers suck
	d&d
2019/06/20 6:59:14 AM GMT+2	1	3	4	5	5	5	How to let go and just be in the moment
	fun
2019/06/20 7:00:23 AM GMT+2	5	3	3	4	4	4	
	
2019/06/20 7:01:59 AM GMT+2	2	4	4	4	4	4	Just have fun in life
	fun
2019/06/20 7:04:06 AM GMT+2	15	3	4	5	4	4	
	
2019/06/20 7:04:36 AM GMT+2	2	3	2	4	3	4	
	
2019/06/20 7:07:02 AM GMT+2	1	3	3	5	5	5	
	
2019/06/20 7:07:23 AM GMT+2	1	1	3	3	4	2	Seeking creative solutions to problems
	creativity|problem solving
2019/06/20 7:09:27 AM GMT+2	4	4	4	5	3	4	
	
2019/06/20 7:09:30 AM GMT+2	15	3	4	4	4	4	
	
2019/06/20 7:10:14 AM GMT+2	5	4	4	5	4	4	
	
2019/06/20 7:11:55 AM GMT+2	4	4	5	5	3	5	
	
2019/06/20 7:14:35 AM GMT+2	4	1	4	4	5	5	Through making other characters, I learn about myself. I’ve also learned conflict management.
	expression|social
2019/06/20 7:15:17 AM GMT+2	3	5	4	3	3	5	I've become a better writer and storyteller
	writing|storytelling
2019/06/20 7:17:13 AM GMT+2	4	3	4	5	3	4	
	
2019/06/20 7:17:30 AM GMT+2	30	4	4	5	3	4	A deeper love of reading both fiction and non-fiction.  Be it plays, fantasy novels, classical literature, history books, nature books, etc...
	creativity
2019/06/20 7:23:10 AM GMT+2	15	3	4	5	4	5	
	
2019/06/20 7:29:44 AM GMT+2	1	1	2	2	2	3	I feel like a lot of these things could be learned if playing through your developmental years, but I started as an adult with an established friend circle.
	
2019/06/20 7:31:03 AM GMT+2	30	4	5	5	5	5	Confidence that my all is good enough, and in some case, phenomenal. Also, letting my imagination drive and building stories with my friends that let us explore each other's interests and history in a new way.
	confidence|friendship|creativity
2019/06/20 7:31:14 AM GMT+2	22	4	5	5	5	5	Patience
	social
2019/06/20 7:31:34 AM GMT+2	2	4	2	2	2	2	
	
2019/06/20 7:32:33 AM GMT+2	8	3	2	4	1	2	
	
2019/06/20 7:34:15 AM GMT+2	3	4	4	4	4	5	Confidence
	confidence
2019/06/20 7:40:16 AM GMT+2	11	4	4	4	3	5	Game design skills. I’m studying game development in school, and playing tabletop RPGs has all shown me all sorts of design principles and ideas that would be otherwise harder to track down.
	creativity
2019/06/20 7:42:03 AM GMT+2	20	4	4	5	5	4	TTRPG's helped me by teaching me how to organize and maintain enjoyable social gatherings. 
	management|friendship
2019/06/20 7:46:16 AM GMT+2	5	2	2	3	3	3	
	
2019/06/20 7:48:50 AM GMT+2	1	5	4	5	4	5	Reading a rooms emotions, public speaking, short and long term memory improvements!
	empathy|social
2019/06/20 7:49:30 AM GMT+2	4	3	3	4	4	5	
	
2019/06/20 7:51:53 AM GMT+2	1	5	3	3	4	3	
	
2019/06/20 7:54:35 AM GMT+2	4	1	1	1	2	2	It has helped a bit in my creative problem solving.
	creativity|problem solving
2019/06/20 8:00:56 AM GMT+2	4	4	3	4	4	3	Planning and management for specific people.
	management
2019/06/20 8:04:07 AM GMT+2	5	2	2	4	4	4	
	
2019/06/20 8:05:48 AM GMT+2	3	4	1	3	2	1	
	
2019/06/20 8:06:55 AM GMT+2	5	3	4	5	3	4	Great memories/Characters
	fun
2019/06/20 8:08:30 AM GMT+2	3	2	5	5	5	5	To have more fun with friends
	fun|friendship
2019/06/20 8:09:39 AM GMT+2	7	2	2	4	2	2	Fun. Management of players as a DM. 
	fun|management
2019/06/20 8:18:35 AM GMT+2	5	4	4	4	4	5	The ability to collaborate towards a common goal in group scenarios with complete strangers and/or acquaintances. This goes hand in hand with work and educational projects. 
	fun|social
2019/06/20 8:20:00 AM GMT+2	10	1	4	4	4	5	I have learned how to think outside the box, learned how to find more than one solution to any problems I encounter, gained more social skills and confidence. It has helped me respect people's differences, that even though we are all different, we all have our own specialties and quirks.
	improvisation|social|confidence|empathy
2019/06/20 8:21:46 AM GMT+2	15	2	3	4	3	3	
	
2019/06/20 8:21:55 AM GMT+2	2	2	3	4	4	4	
	
2019/06/20 8:25:55 AM GMT+2	4	1	4	5	3	5	More confidence in meeting new people, and learning to assert myself when needed to get a word in.
	confidence
2019/06/20 8:28:38 AM GMT+2	5	2	3	3	4	4	
	
2019/06/20 8:29:03 AM GMT+2	2	3	3	4	2	4	
	
2019/06/20 8:31:23 AM GMT+2	18	4	4	5	4	5	Huge improvement of handwriting quality, driven me to do historical research projects I'd never have done otherwise
	writing
2019/06/20 8:34:48 AM GMT+2	1	1	4	3	2	4	Creativiteit, pro-actieve interactie
	creativity
2019/06/20 8:44:31 AM GMT+2	7	4	3	5	4	4	
	
2019/06/20 8:44:32 AM GMT+2	2	4	4	4	4	4	I now have a huge world that I am currently developing and am having many good times with my friends
	friendship|fun
2019/06/20 8:55:06 AM GMT+2	1	2	3	4	4	5	How to create an ever changing story with friends while getting to know each other better along the way.
	fun|friendship
2019/06/20 8:57:11 AM GMT+2	4	4	4	2	4	3	How to address problems with people directly and swiftly 
	management|social
2019/06/20 8:59:11 AM GMT+2	20	2	4	2	4	5	Tactics, leadership. Solve math quickly in my head
	strategy|math
2019/06/20 9:04:25 AM GMT+2	1	3	2	4	4	3	
	
2019/06/20 9:06:04 AM GMT+2	39	4	1	1	1	1	It's got me better at understanding probabilities
	math
2019/06/20 9:07:00 AM GMT+2	4	4	2	4	3	4	Well, considering I wish to be a narrative designer, knowing the ins and outs of a story through role-playing is a great opportunity for me! In fact, if it weren't for D&D, I wouldn't have reignited the passion for writing I lost in middle school! So, I gained back my passion, and a hope for the future.
	writing|storytelling
2019/06/20 9:08:52 AM GMT+2	36	2	4	5	3	4	real life insight into/ability to read people's motives and character
	empathy
2019/06/20 9:09:13 AM GMT+2	7	3	4	4	5	3	
	
2019/06/20 9:09:45 AM GMT+2	1	3	3	4	4	4	Problem solving
	problem solving
2019/06/20 9:09:49 AM GMT+2	1	4	3	4	3	4	
	
2019/06/20 9:12:34 AM GMT+2	2	3	2	4	1	3	Doing different voices; thinking about decisions from a different perspective
	empathy|creativity
2019/06/20 9:12:51 AM GMT+2	3	1	4	5	3	4	How to not be so reserved/shy, how to be more outgoing.
	social|expression
2019/06/20 9:13:26 AM GMT+2	10	4	3	4	4	4	
	
2019/06/20 9:19:35 AM GMT+2	4	2	2	5	4	4	It's definitely improved my writing skills
	writing
2019/06/20 9:23:36 AM GMT+2	1.5	2	2	2	2	2	
	
2019/06/20 9:25:10 AM GMT+2	5	2	3	3	3	3	I've gained enjoyment from creating and playing characters that I find interesting. Whether my experience with TTRPG has helped me in any other ways, I cannot say.
	fun
2019/06/20 9:27:04 AM GMT+2	1	3	4	3	3	4	Scratching that creative itch while also being able to spend time with friends. 
	creativity|friendship
2019/06/20 9:28:16 AM GMT+2	5	2	3	4	3	4	How to write more compelling characters and stories.
	writing|storytelling
2019/06/20 9:28:50 AM GMT+2	1	2	4	4	4	3	Better respect for others, simple accents and voice acting
	empathy|creativity
2019/06/20 9:29:15 AM GMT+2	1	2	4	5	5	5	Friends, joy, something to look forward to every week. 
	friendship|fun
2019/06/20 9:40:46 AM GMT+2	3	3	4	4	4	5	Fast thinking, for desicions for example.
	improvisation
2019/06/20 9:41:11 AM GMT+2	1	4	4	3	2	2	More time management issues, re-confirmation that open communication is key to any social interaction
	management|social
2019/06/20 9:41:57 AM GMT+2	3	3	5	4	4	5	
	
2019/06/20 9:42:10 AM GMT+2	1	1	3	3	3	3	an introduction to new game systems that i wouldnt otherwise have known
	
2019/06/20 9:49:04 AM GMT+2	1	3	2	4	3	3	
	
2019/06/20 9:51:03 AM GMT+2	16	3	4	5	3	4	Patience, active listening, directing conversation, creative problem solving
	social|problem solving|creativity
2019/06/20 9:51:08 AM GMT+2	3	2	4	4	4	4	
	
2019/06/20 9:51:19 AM GMT+2	1	1	4	4	3	5	
	
2019/06/20 9:56:13 AM GMT+2	19	3	4	4	2	5	A closer relationship with the friends I have, as well as a means to explore concepts like that of being in another's shoes and looking at things from a different perspective.
	friendship|empathy
2019/06/20 10:02:06 AM GMT+2	2	2	1	1	1	1	How to play roleplaying games. That it's a more creatively rewarding process than writing long-form prose, largely because it relies much more heavily on manipulating systems. Systems I can spreadsheet and catalog!
	creativity
2019/06/20 10:04:24 AM GMT+2	5	1	2	4	3	3	
	
2019/06/20 10:08:49 AM GMT+2	10	4	4	4	3	4	Social skills, empathy
	social|empathy
2019/06/20 10:12:50 AM GMT+2	8	3	3	3	4	4	Good opportunity to meet people, make friends after I moved to new city
	friendship
2019/06/20 10:17:07 AM GMT+2	2	4	3	4	4	3	
	
2019/06/20 10:26:35 AM GMT+2	6	2	2	4	4	5	Having something to look foward to really helps me get through the week.
	fun
2019/06/20 10:30:20 AM GMT+2	1	5	5	5	5	5	Genuine and deliberate empathy, it is necessary to produce true characters
	empathy
2019/06/20 10:38:22 AM GMT+2	6	3	2	2	3	2	
	
2019/06/20 10:38:28 AM GMT+2	4	3	2	4	5	5	Romance
	fun
2019/06/20 10:40:31 AM GMT+2	3	3	4	5	3	4	
	
2019/06/20 10:43:29 AM GMT+2	8	4	4	5	4	5	Human interactions, for instance how to deal with intergroup conflicts, conflict solving and also how to communicate with people in what you want and need. 
	social|management|expression
2019/06/20 10:56:09 AM GMT+2	25	5	4	5	4	5	Communication skills, improv, and fast thinking. 
	social|improvisation
2019/06/20 11:05:11 AM GMT+2	3	1	2	4	4	3	
	
